id,name,description,created_at,updated_at,deleted_at
377,Watermelon,,2021-07-26 17:18:17.288+00,2021-07-26 17:18:17.289803+00,
378,Avocado Mash,,2021-07-26 17:19:35.78+00,2021-07-26 17:19:35.782109+00,
379,"Pino's Chicken Wings",,2021-07-26 17:35:23.404+00,2021-07-26 17:35:23.406241+00,
380,Yellow Bell Peppers,,2021-07-26 17:41:56.745+00,2021-07-26 17:41:56.746776+00,
381,Bbq Sauce,,2021-07-26 17:41:56.745+00,2021-07-26 17:41:56.746776+00,
382,Grownyc Corn,,2021-07-26 17:43:10.614+00,2021-07-26 17:43:10.615927+00,
383,Shredded Purple Cabbage,,2021-07-26 17:45:30.27+00,2021-07-26 17:45:30.272725+00,
384,Shredded Cabbage,,2021-07-26 17:45:30.27+00,2021-07-26 17:45:30.272725+00,
385,Mustard Seeds,,2021-07-26 17:45:30.27+00,2021-07-26 17:45:30.272725+00,
386,Celery Seeds,,2021-07-26 17:45:30.27+00,2021-07-26 17:45:30.272725+00,
387,Grownyc Nectarines,,2021-07-26 18:04:40.515+00,2021-07-26 18:04:40.5166+00,
388,She Wolf Multigrain Pullman Bread,,2021-07-26 18:05:26.906+00,2021-07-26 18:05:26.907406+00,
389,"Pino's Ground Lamb",,2021-07-26 18:32:30.401+00,2021-07-26 18:32:30.402671+00,
390,"Pino's Chicken Thighs",,2021-07-26 18:36:55.422+00,2021-07-26 18:36:55.423756+00,
391,Harissa,,2021-07-26 18:36:55.422+00,2021-07-26 18:36:55.423756+00,
394,Grownyc Cauliflower,,2021-07-26 18:51:54.274+00,2021-07-26 18:51:54.27539+00,
395,Pearl Couscous,,2021-07-26 18:53:01.873+00,2021-07-26 18:53:01.874487+00,
396,Turmeric,,2021-07-26 18:53:01.873+00,2021-07-26 18:53:01.874487+00,
397,Hothouse Cucumbers,,2021-07-26 18:56:08.223+00,2021-07-26 18:56:08.224738+00,
398,Bowery Fresh Dill,,2021-07-26 18:56:08.223+00,2021-07-26 18:56:08.224738+00,
399,Grownyc Apples,,2021-07-26 20:59:08.652+00,2021-07-26 20:59:08.654594+00,
400,Grownyc Blueberries,,2021-07-26 20:59:08.652+00,2021-07-26 20:59:08.654594+00,
401,Ricotta,,2021-07-26 21:21:57.06+00,2021-07-26 21:21:57.062356+00,
402,Strawberry Jam,,2021-07-26 21:21:57.06+00,2021-07-26 21:21:57.062356+00,
403,Whole Roasted Garlic,,2021-07-26 21:35:26.018+00,2021-07-26 21:35:26.020393+00,
404,Porcini Mushrooms,,2021-07-27 14:34:32.149+00,2021-07-27 14:34:32.151771+00,
405,Black Beans,,2021-07-27 14:34:32.149+00,2021-07-27 14:34:32.151771+00,
406,Green Beans,,2021-07-27 14:36:00.89+00,2021-07-27 14:36:00.892925+00,
407,Gemelli Pasta,,2021-07-27 14:37:17.587+00,2021-07-27 14:37:17.590057+00,
408,Grownyc Beets,,2021-07-27 14:39:26.052+00,2021-07-27 14:39:26.054593+00,
409,Grownyc Gold Beets,,2021-07-27 14:39:26.052+00,2021-07-27 14:39:26.054593+00,
410,Bowery Arugula,,2021-07-27 14:39:26.052+00,2021-07-27 14:39:26.054593+00,
411,"Pino's Ground Chicken",,2021-07-27 14:58:33.094+00,2021-07-27 14:58:33.096778+00,
412,Hemp Seeds,,2021-07-27 15:00:43.681+00,2021-07-27 15:00:43.683271+00,
413,Grownyc Apricots,,2021-07-27 15:01:46.245+00,2021-07-27 15:01:46.246987+00,
414,Roasted Red Peppers,,2021-07-27 15:02:52.18+00,2021-07-27 15:02:52.182509+00,
415,Fresh Cilantro,,2021-07-27 15:02:52.18+00,2021-07-27 15:02:52.182509+00,
416,Skirt Steak,,2021-07-27 15:31:16.092+00,2021-07-27 15:31:16.094485+00,
417,Fish Sauce,,2021-07-27 15:31:16.092+00,2021-07-27 15:31:16.094485+00,
418,Lime Zest,,2021-07-27 15:31:16.092+00,2021-07-27 15:31:16.094485+00,
419,Orange Juice,,2021-07-27 15:31:16.092+00,2021-07-27 15:31:16.094485+00,
420,Jalapeño,,2021-07-27 15:31:16.092+00,2021-07-27 15:31:16.094485+00,
421,Ahi Tuna,,2021-07-27 15:38:37.28+00,2021-07-27 15:38:37.282671+00,
422,Black Sesame Seeds,,2021-07-27 15:38:37.28+00,2021-07-27 15:38:37.282671+00,
423,White Sesame Seeds,,2021-07-27 15:38:37.28+00,2021-07-27 15:38:37.282671+00,
424,Japanese Eggplant,,2021-07-27 15:40:35.991+00,2021-07-27 15:40:35.992491+00,
425,Crumbled Tempeh,,2021-07-27 15:40:35.991+00,2021-07-27 15:40:35.992491+00,
426,Snap Peas,,2021-07-27 15:53:04.713+00,2021-07-27 15:53:04.715848+00,
427,Toasted Peanuts,,2021-07-27 15:53:04.713+00,2021-07-27 15:53:04.715848+00,
428,Vermicelli Rice Noodles,,2021-07-27 16:06:23.882+00,2021-07-27 16:06:23.885863+00,
429,Red Curry Paste,,2021-07-27 16:06:23.882+00,2021-07-27 16:06:23.885863+00,
430,Ginger ,,2021-07-27 16:06:23.882+00,2021-07-27 16:06:23.885863+00,
431,Scallions,,2021-07-27 16:06:23.882+00,2021-07-27 16:06:23.885863+00,
432,Bowery Mesclun,,2021-07-27 16:07:51.492+00,2021-07-27 16:07:51.495058+00,
433,Shaved Radishes,,2021-07-27 16:07:51.492+00,2021-07-27 16:07:51.495058+00,
434,Ginger Vinaigrette,,2021-07-27 16:07:51.492+00,2021-07-27 16:07:51.495058+00,
435,Chorizo,,2021-07-27 16:30:09.37+00,2021-07-27 16:30:09.373119+00,
436,Diced Tomatoes,,2021-07-27 16:32:00.507+00,2021-07-27 16:32:00.509349+00,
437,Diced Onions,,2021-07-27 16:32:00.507+00,2021-07-27 16:32:00.509349+00,
438,Fresh Chopped Cilantro,,2021-07-27 16:32:00.507+00,2021-07-27 16:32:00.509349+00,
439,Toasted Coconut Flakes,,2021-07-27 16:33:24.727+00,2021-07-27 16:33:24.729899+00,
440,Papaya,,2021-07-27 16:34:46.004+00,2021-07-27 16:34:46.006527+00,
441,Lime Juice,,2021-07-27 16:38:22.993+00,2021-07-27 16:38:22.995738+00,
442,Castelvetrano Olives,,2021-07-27 18:47:07.035+00,2021-07-27 18:47:07.037133+00,
443,Grilled Zucchini,,2021-07-27 18:47:07.035+00,2021-07-27 18:47:07.037133+00,
444,Castelvetrano Olive Brine,,2021-07-27 18:47:07.035+00,2021-07-27 18:47:07.037133+00,
445,Bowery Parsley,,2021-07-27 18:47:07.035+00,2021-07-27 18:47:07.037133+00,
446,Sumac,,2021-07-27 18:48:25.159+00,2021-07-27 18:48:25.161293+00,
447,Marinated Artichokes,,2021-07-27 18:49:33.993+00,2021-07-27 18:49:33.994944+00,
448,Orzo,,2021-07-27 18:52:13.633+00,2021-07-27 18:52:13.634944+00,
449,Diced Heirloom Tomatoes,,2021-07-27 18:52:13.633+00,2021-07-27 18:52:13.634944+00,
450,"Sheep's Milk Feta",,2021-07-27 18:52:13.633+00,2021-07-27 18:52:13.634944+00,
451,Sunflower Sprouts,,2021-07-27 18:53:21.312+00,2021-07-27 18:53:21.313722+00,
452,Fresh Peaches,,2021-07-27 18:53:21.312+00,2021-07-27 18:53:21.313722+00,
453,Balsamic Vinaigrette,,2021-07-27 18:53:21.312+00,2021-07-27 18:53:21.313722+00,
454,Grape Tomatoes,,2021-07-27 20:00:52.47+00,2021-07-27 20:00:52.470581+00,
455,Canteloupe,,2021-07-27 20:02:47.172+00,2021-07-27 20:02:47.17334+00,
456,Platte Creek Maple Syrup,,2021-07-27 20:15:34.832+00,2021-07-27 20:15:34.832614+00,
457,Whole Milk Yogurt,,2021-07-27 20:54:37.997+00,2021-07-27 20:54:37.998018+00,
458,Garam Masala,,2021-07-27 20:54:37.997+00,2021-07-27 20:54:37.998018+00,
459,Ground Cumin,,2021-07-27 20:54:37.997+00,2021-07-27 20:54:37.998018+00,
460,Ghee,,2021-07-27 20:54:37.997+00,2021-07-27 20:54:37.998018+00,
461,Yellow Onion,,2021-07-27 20:54:37.997+00,2021-07-27 20:54:37.998018+00,
462,Swiss Chard,,2021-07-27 21:44:23.988+00,2021-07-27 21:44:23.988941+00,
464,Brown Basmati Rice,,2021-07-27 21:52:30.49+00,2021-07-27 21:52:30.490885+00,
465,Cumin Seeds,,2021-07-27 21:52:30.49+00,2021-07-27 21:52:30.490885+00,
466,Pickled Red Onion,,2021-07-27 21:52:30.49+00,2021-07-27 21:52:30.490885+00,
467,Naan Bread,,2021-07-27 21:53:56.07+00,2021-07-27 21:53:56.071229+00,
468,Turkey Bacon,,2021-07-28 14:18:20.895+00,2021-07-28 14:18:20.907615+00,
469,Bowery Farming Basil,,2021-07-28 14:28:52.985+00,2021-07-28 14:28:52.987564+00,
470,Oranges,,2021-07-28 14:31:05.323+00,2021-07-28 14:31:05.325626+00,
471,Old Bay Seasoning ,,2021-07-28 15:04:11.042+00,2021-07-28 15:04:11.044628+00,
472,Shallots,,2021-07-28 15:39:46.418+00,2021-07-28 15:39:46.420547+00,
473,Bowery Farming Romaine,,2021-07-28 15:49:25.836+00,2021-07-28 15:49:25.83858+00,
474,Microgreens,,2021-07-28 15:49:25.836+00,2021-07-28 15:49:25.83858+00,
475,Down East Seafood Branzino,,2021-08-19 15:50:44.878+00,2021-08-19 15:50:44.915059+00,
476,Marcona Almonds,,2021-08-19 15:50:44.878+00,2021-08-19 15:50:44.915059+00,
477,Tri-color Quinoa,,2021-08-19 15:53:50.979+00,2021-08-19 15:53:50.981791+00,
478,Roasted Tempeh,,2021-08-19 15:53:50.979+00,2021-08-19 15:53:50.981791+00,
479,Diced Cucumber,,2021-08-19 15:53:50.979+00,2021-08-19 15:53:50.981791+00,
480,Baby Eggplant,,2021-08-19 16:03:26.068+00,2021-08-19 16:03:26.070893+00,
481,Bowery Romaine,,2021-08-19 16:26:17.428+00,2021-08-19 16:26:17.429732+00,
482,Forager Cashewmilk Yogurt,,2021-08-19 19:39:08.269+00,2021-08-19 19:39:08.271897+00,
483,Multicolored Roasted Peppers,,2021-08-19 19:41:51.451+00,2021-08-19 19:41:51.452833+00,
484,Persian Cucumber,,2021-08-19 19:46:30.776+00,2021-08-19 19:46:30.778417+00,
485,Crushed Garlic,,2021-08-19 19:46:30.776+00,2021-08-19 19:46:30.778417+00,
486,Strip Steak,,2021-08-19 20:07:55.911+00,2021-08-19 20:07:55.914778+00,
487,Whole Black Peppercorns,,2021-08-19 20:07:55.911+00,2021-08-19 20:07:55.914778+00,
488,French Lentils,,2021-08-19 20:12:29.556+00,2021-08-19 20:12:29.557846+00,
489,Bay Leaves,,2021-08-19 20:12:29.556+00,2021-08-19 20:12:29.557846+00,
490,Haricot Vert,,2021-08-19 20:16:33.789+00,2021-08-19 20:16:33.790857+00,
491,She Wolf Baguette,,2021-08-19 20:17:06.212+00,2021-08-19 20:17:06.21403+00,
492,Bowery Baby Butter Lettuce,,2021-08-19 20:18:48.77+00,2021-08-19 20:18:48.772301+00,
493,Ribbon Carrots,,2021-08-19 20:18:48.77+00,2021-08-19 20:18:48.772301+00,
494,Shallot Vinaigrette,,2021-08-19 20:18:48.77+00,2021-08-19 20:18:48.772301+00,
495,Light Brown Sugar,,2021-08-19 20:24:37.467+00,2021-08-19 20:24:37.46903+00,
496,Garlic Powder,,2021-08-19 20:24:37.467+00,2021-08-19 20:24:37.46903+00,
497,Blistered Cherry Tomatoes,,2021-08-19 20:25:57.173+00,2021-08-19 20:25:57.176831+00,
498,Kidney Beans,,2021-08-19 20:28:13.613+00,2021-08-19 20:28:13.615111+00,
499,Shaved Almonds,,2021-08-19 20:29:42.978+00,2021-08-19 20:29:42.980406+00,
500,Fresh Cherries,,2021-08-19 20:29:42.978+00,2021-08-19 20:29:42.980406+00,
501,Wild Rice,,2021-08-19 20:30:41.671+00,2021-08-19 20:30:41.673021+00,
502,Collard Greens,,2021-08-19 20:30:41.671+00,2021-08-19 20:30:41.673021+00,
503,Baby Spinach,,2021-08-19 20:31:36.175+00,2021-08-19 20:31:36.177242+00,
504,Shaved Fennel,,2021-08-19 20:31:36.175+00,2021-08-19 20:31:36.177242+00,
505,Dijon Vinaigrette,,2021-08-19 20:31:36.175+00,2021-08-19 20:31:36.177242+00,
507,Freshly Crushed Black Pepper,,2021-08-20 17:45:25.389+00,2021-08-20 17:45:25.394589+00,
508,Portobello Mushroom,,2021-08-20 17:50:59.277+00,2021-08-20 17:50:59.283611+00,
509,Patty Pan Squash,,2021-08-20 17:51:40.812+00,2021-08-20 17:51:40.818473+00,
510,Whole Garlic,,2021-08-20 17:52:28.15+00,2021-08-20 17:52:28.155597+00,
511,Bowery Lettuce,,2021-08-20 17:53:17.93+00,2021-08-20 17:53:17.93614+00,
512,Hearts Of Palm,,2021-08-20 17:53:17.93+00,2021-08-20 17:53:17.93614+00,
513,Shredded Carrot,,2021-08-20 17:53:17.93+00,2021-08-20 17:53:17.93614+00,
514,Lime Vinaigrette,,2021-08-20 17:53:17.93+00,2021-08-20 17:53:17.93614+00,
515,Almond Milk Yogurt,,2021-08-24 12:51:38.31165+00,2021-08-24 12:51:38.31165+00,
516,Shaved Manchego Cheese,,2021-08-26 14:53:30.377402+00,2021-08-26 14:53:30.377402+00,
517,Marinated Roasted Tempeh,,2021-08-26 15:06:30.148+00,2021-08-26 15:06:30.151745+00,
518,Daikon,,2021-08-26 15:06:30.148+00,2021-08-26 15:06:30.151745+00,
519,Pickled Carrots,,2021-08-26 15:06:30.148+00,2021-08-26 15:06:30.151745+00,
520,Rice Vinegar,,2021-08-26 15:06:30.148+00,2021-08-26 15:06:30.151745+00,
521,Spicy Vegan Mayo,,2021-08-26 15:06:30.148+00,2021-08-26 15:06:30.151745+00,
524,Bowery Baby Romaine,,2021-08-26 15:17:59.200311+00,2021-08-26 15:17:59.200311+00,
525,Bowery Bok Choy,,2021-08-26 15:20:53.793+00,2021-08-26 15:20:53.796728+00,
526,Sambal Chili,,2021-08-26 15:20:53.793+00,2021-08-26 15:20:53.796728+00,
528,Sriracha,,2021-08-26 15:27:21.272+00,2021-08-26 15:27:21.275859+00,
529,Shishito Peppers,,2021-08-26 15:31:25.572+00,2021-08-26 15:31:25.576092+00,
530,Teriyaki Sauce,,2021-08-26 15:31:25.572+00,2021-08-26 15:31:25.576092+00,
531,Bok Choy,,2021-08-26 15:34:52.423+00,2021-08-26 15:34:52.428758+00,
532,Shiitake Mushrooms,,2021-08-26 15:34:52.423+00,2021-08-26 15:34:52.428758+00,
533,Soba Noodles,,2021-08-26 15:36:32.558+00,2021-08-26 15:36:32.561914+00,
534,Hoisin Sauce,,2021-08-26 15:36:32.558+00,2021-08-26 15:36:32.561914+00,
536,Shaved Broccoli,,2021-08-26 15:37:33.603+00,2021-08-26 15:37:33.606994+00,
537,Miso Dressing,,2021-08-26 15:37:33.603+00,2021-08-26 15:37:33.606994+00,
538,Sambal Oelek Chili Paste,,2021-08-26 15:40:03.902+00,2021-08-26 15:40:03.905967+00,
539,Parkday Bbq Sauce,,2021-08-26 15:48:39.785+00,2021-08-26 15:48:39.788647+00,
540,Cotija,,2021-08-26 15:49:52.784+00,2021-08-26 15:49:52.788241+00,
544,Corn Bread,,2021-08-26 15:58:10.944+00,2021-08-26 15:58:10.94811+00,
545,Sugar,,2021-08-26 22:22:20.820232+00,2021-08-26 22:22:20.820232+00,
506,Pecans,,2021-08-19 20:32:15.168+00,2021-08-19 20:32:15.169688+00,
546,Market Apples,,2021-08-27 12:29:07.659109+00,2021-08-27 12:29:07.659109+00,
547,"Pino's Pork Loin",,2021-08-30 17:45:58.914+00,2021-08-30 17:45:58.916448+00,
548,Portabello Mushrooms,,2021-08-30 17:53:13.927+00,2021-08-30 17:53:13.928408+00,
549,Caramelized Onions,,2021-08-30 17:53:13.927+00,2021-08-30 17:53:13.928408+00,
550,Bowtie Pasta,,2021-08-30 17:59:49.265+00,2021-08-30 17:59:49.265397+00,
551,Nutritional Yeast,,2021-08-30 17:59:49.265+00,2021-08-30 17:59:49.265397+00,
552,Cashew Butter,,2021-08-30 17:59:49.265+00,2021-08-30 17:59:49.265397+00,
553,White Miso Paste,,2021-08-30 17:59:49.265+00,2021-08-30 17:59:49.265397+00,
554,Chopped Kale,,2021-08-30 18:00:45.624+00,2021-08-30 18:00:45.625081+00,
555,Reggiano Cheese,,2021-08-30 18:01:30.579+00,2021-08-30 18:01:30.579838+00,
556,Okra,,2021-08-30 18:46:15.656+00,2021-08-30 18:46:15.656912+00,
557,All Purpose Flour,,2021-08-30 18:46:15.656+00,2021-08-30 18:46:15.656912+00,
558,Celery,,2021-08-30 18:46:15.656+00,2021-08-30 18:46:15.656912+00,
559,Vegetable Stock,,2021-08-30 18:46:15.656+00,2021-08-30 18:46:15.656912+00,
560,Red Lentils,,2021-08-30 18:46:15.656+00,2021-08-30 18:46:15.656912+00,
561,Andouille Sausage,,2021-08-30 18:50:43.416+00,2021-08-30 18:50:43.41795+00,
562,Butter Beans,,2021-08-30 18:50:43.416+00,2021-08-30 18:50:43.41795+00,
563,Cajun Seasoning ,,2021-08-30 21:47:26.364+00,2021-08-30 21:47:26.379216+00,
535,Bowery Farms Spinach,,2021-08-26 15:37:33.603+00,2021-08-26 15:37:33.606994+00,
564,Breads Bakery Baguette,,2021-08-30 22:07:34.959064+00,2021-08-30 22:07:34.959064+00,
565,"Pino's Porchetta",,2021-08-30 22:13:06.333+00,2021-08-30 22:13:06.334424+00,
305,Hudson Valley Fisheries Steelhead,,2021-07-23 21:46:48.833+00,2021-07-23 21:46:48.837558+00,
566,Chipotle Peppers,,2021-09-01 17:24:10.446+00,2021-09-01 17:24:10.450533+00,
569,Jade Rice,,2021-09-01 17:31:03.87+00,2021-09-01 17:31:03.872428+00,
572,Bell Peppers,,2021-09-01 19:51:09.464+00,2021-09-01 19:51:09.466888+00,
573,Adobo Sauce,,2021-09-01 19:52:55.78+00,2021-09-01 19:52:55.783084+00,
574,Red Quinoa,,2021-09-01 19:53:53.773+00,2021-09-01 19:53:53.775205+00,
575,Chipotle Dressing,,2021-09-01 19:55:11.001+00,2021-09-01 19:55:11.004512+00,
576,Rolled Oats,,2021-09-01 20:12:16.553+00,2021-09-01 20:12:16.554667+00,
577,Coconut Chips,,2021-09-01 20:12:16.553+00,2021-09-01 20:12:16.554667+00,
578,Dried Cherries,,2021-09-01 20:12:16.553+00,2021-09-01 20:12:16.554667+00,
579,Marinated Kale,,2021-09-01 20:13:50.574+00,2021-09-01 20:13:50.576527+00,
580,Poached Egg,,2021-09-01 20:13:50.574+00,2021-09-01 20:13:50.576527+00,
581,Mushrooms,,2021-09-01 20:13:50.574+00,2021-09-01 20:13:50.576527+00,
582,Breads Bakery Sourdough,,2021-09-01 20:15:19.326+00,2021-09-01 20:15:19.33306+00,
583,Avo Mash,,2021-09-01 20:15:19.326+00,2021-09-01 20:15:19.33306+00,
584,Mixed Seeds,,2021-09-01 20:15:19.326+00,2021-09-01 20:15:19.33306+00,
585,Beluga Lentils,,2021-09-01 22:00:55.727+00,2021-09-01 22:00:55.73054+00,
586,Grownyc Zucchini,,2021-09-07 13:45:20.169+00,2021-09-07 13:45:20.175281+00,
587,Chili Powder,,2021-09-07 13:45:20.169+00,2021-09-07 13:45:20.175281+00,
588,Romaine Lettuce,,2021-09-07 15:03:07.697+00,2021-09-07 15:03:07.705398+00,
590,Grownyc Peaches,,2021-09-07 15:34:24.302+00,2021-09-07 15:34:24.304663+00,
591,Garlic Cloves,,2021-09-07 18:01:34.082+00,2021-09-07 18:01:34.083135+00,
592,Curry,,2021-09-07 18:39:38.311+00,2021-09-07 18:39:38.312192+00,
593,Soy Yogurt,,2021-09-07 18:40:55.814+00,2021-09-07 18:40:55.81533+00,
594,Garma Masala,,2021-09-07 18:40:55.814+00,2021-09-07 18:40:55.81533+00,
595,Crushed Tomatoes,,2021-09-07 18:40:55.814+00,2021-09-07 18:40:55.81533+00,
596,Roasted Beets,,2021-09-07 18:44:05.846+00,2021-09-07 18:44:05.846986+00,
597,Bowery Basil,,2021-09-07 20:29:31.495+00,2021-09-07 20:29:31.497276+00,
598,Fresh Mozzarella,,2021-09-07 20:29:31.495+00,2021-09-07 20:29:31.497276+00,
599,Creole Seasoning,,2021-09-07 21:03:22.06+00,2021-09-07 21:03:22.061678+00,
600,Ap Flour,,2021-09-07 21:04:27.802+00,2021-09-07 21:04:27.803403+00,
601,Tandoori Sauce,,2021-09-08 15:24:58.435+00,2021-09-08 15:24:58.441269+00,
602,Onion,,2021-09-08 15:24:58.435+00,2021-09-08 15:24:58.441269+00,
603,Water,,2021-09-08 15:28:49.199+00,2021-09-08 15:28:49.20425+00,
604,Wheat Flour,,2021-09-08 15:28:49.199+00,2021-09-08 15:28:49.20425+00,
605,Olive Oil,,2021-09-08 15:28:49.199+00,2021-09-08 15:28:49.20425+00,
606,Apple Vinaigrette,,2021-09-08 15:31:36.882+00,2021-09-08 15:31:36.889454+00,
607,Champagne Vinegar,,2021-09-08 15:31:36.882+00,2021-09-08 15:31:36.889454+00,
608,Goat Cheese,,2021-09-08 15:31:36.882+00,2021-09-08 15:31:36.889454+00,
609,Serrano Chili ,,2021-09-08 16:01:20.787+00,2021-09-08 16:01:20.796112+00,
610,Cardamom,,2021-09-08 16:01:20.787+00,2021-09-08 16:01:20.796112+00,
611,Cracked Black Pepper,,2021-09-08 16:01:20.787+00,2021-09-08 16:01:20.796112+00,
612,Green Bell Peppers,,2021-09-08 16:01:20.787+00,2021-09-08 16:01:20.796112+00,
613,Fresh Cilantro ,,2021-09-08 16:01:20.787+00,2021-09-08 16:01:20.796112+00,
614,Lime Wedges,,2021-09-08 16:01:20.787+00,2021-09-08 16:01:20.796112+00,
615,Rice Noodles,,2021-09-09 21:02:40.419+00,2021-09-09 21:02:40.421194+00,
616,Chopped Pickles,,2021-09-09 21:08:54.524+00,2021-09-09 21:08:54.526103+00,
617,Hanger Steak,,2021-09-09 21:13:17.279+00,2021-09-09 21:13:17.281614+00,
618,Porcini Orzo,,2021-09-09 21:18:05.144+00,2021-09-09 21:18:05.14657+00,
619,Chopped Fresh Basil ,,2021-09-09 21:18:05.144+00,2021-09-09 21:18:05.14657+00,
620,Baby Kale,,2021-09-09 21:19:14.806+00,2021-09-09 21:19:14.809637+00,
621,Sunflower Microgreens,,2021-09-09 21:19:14.806+00,2021-09-09 21:19:14.809637+00,
622,Fresh Figs,,2021-09-09 21:19:14.806+00,2021-09-09 21:19:14.809637+00,
623,Almonds,,2021-09-09 22:49:49.562+00,2021-09-09 22:49:49.563536+00,
624,Ground Turkey,,2021-09-09 22:50:43.787+00,2021-09-09 22:50:43.788546+00,
625,Almond Meal,,2021-09-09 22:52:00.458+00,2021-09-09 22:52:00.460832+00,
626,Rainbow Swiss Chard,,2021-09-09 22:52:00.458+00,2021-09-09 22:52:00.460832+00,
627,Purple Cauliflower,,2021-09-09 22:53:10.813+00,2021-09-09 22:53:10.816479+00,
628,Red Wine Vinaigrette,,2021-09-09 22:54:47.211+00,2021-09-09 22:54:47.21283+00,
629,Shaved Brussels,,2021-09-09 22:54:47.211+00,2021-09-09 22:54:47.21283+00,
630,"Pino's Skirt Steak",,2021-09-09 23:54:03.543+00,2021-09-09 23:54:03.544447+00,
631,Red Pepper Flakes,,2021-09-09 23:55:05.587+00,2021-09-09 23:55:05.588161+00,
632,"Barry's Tempeh",,2021-09-10 00:01:01.492+00,2021-09-10 00:01:01.492357+00,
633,Rice,,2021-09-10 00:03:19.305+00,2021-09-10 00:03:19.305634+00,
634,Bowery Baby Kale,,2021-09-10 00:04:06.819+00,2021-09-10 00:04:06.819986+00,
635,Shaved Mushrooms,,2021-09-10 00:04:06.819+00,2021-09-10 00:04:06.819986+00,
636,Sweet Corn,,2021-09-10 12:15:53.61+00,2021-09-10 12:15:53.618428+00,
637,Bowery Crispy Leaf,,2021-09-10 12:16:38.438+00,2021-09-10 12:16:38.440021+00,
638,Vegan Sausage,,2021-09-10 12:25:58.82+00,2021-09-10 12:25:58.82216+00,
639,Organic Chicken,,2021-09-10 12:33:37.094+00,2021-09-10 12:33:37.096+00,
640,Sea Salt,,2021-09-10 12:33:37.094+00,2021-09-10 12:33:37.096+00,
641,Red Chile Pepper,,2021-09-10 12:33:37.094+00,2021-09-10 12:33:37.096+00,
642,White Pepper,,2021-09-10 12:33:37.094+00,2021-09-10 12:33:37.096+00,
643,Organic Garlic,,2021-09-10 12:33:37.094+00,2021-09-10 12:33:37.096+00,
644,Lemon Juice ,,2021-09-10 12:33:37.094+00,2021-09-10 12:33:37.096+00,
645,Oregano Extract,,2021-09-10 12:33:37.094+00,2021-09-10 12:33:37.096+00,
646,Pork,,2021-09-10 12:33:37.094+00,2021-09-10 12:33:37.096+00,
647,"Pino's Strip Steak",,2021-09-10 16:40:47.497+00,2021-09-10 16:40:47.499597+00,
648,Grownyc Yellow Squash,,2021-09-10 16:44:54.677+00,2021-09-10 16:44:54.680623+00,
649,Volcano Rice,,2021-09-10 16:46:08.601+00,2021-09-10 16:46:08.603491+00,
650,Tomatillos ,,2021-09-10 16:47:44.39+00,2021-09-10 16:47:44.393377+00,
651,Cotija Cheese,,2021-09-10 16:49:06.786+00,2021-09-10 16:49:06.788599+00,
652,Ancho Peppers,,2021-09-13 13:02:11.722+00,2021-09-13 13:02:11.731149+00,
653,Milpa Heirloom Blue Corn,,2021-09-13 13:02:52.933+00,2021-09-13 13:02:52.934797+00,
654,Soy Beans,,2021-09-13 13:08:53.035+00,2021-09-13 13:08:53.037793+00,
655,Organic Azuki Beans,,2021-09-13 13:08:53.035+00,2021-09-13 13:08:53.037793+00,
656,Organic Long Grain Rice,,2021-09-13 13:08:53.035+00,2021-09-13 13:08:53.037793+00,
657,White Vinegar,,2021-09-13 13:08:53.035+00,2021-09-13 13:08:53.037793+00,
658,Organic Chickpeas,,2021-09-13 13:08:53.035+00,2021-09-13 13:08:53.037793+00,
659,Organic Sunflower Seeds,,2021-09-13 13:08:53.035+00,2021-09-13 13:08:53.037793+00,
660,Bibb Lettuce,,2021-09-14 16:37:05.533+00,2021-09-14 16:37:05.534367+00,
661,Mustard,,2021-09-14 16:37:54.53+00,2021-09-14 16:37:54.530363+00,
662,Artichoke Hearts,,2021-09-14 17:19:44.56+00,2021-09-14 17:19:44.563981+00,
663,White Wine,,2021-09-14 17:19:44.56+00,2021-09-14 17:19:44.563981+00,
664,Chicken Broth,,2021-09-14 17:19:44.56+00,2021-09-14 17:19:44.563981+00,
666,Summer Squash,,2021-09-14 17:26:24.711+00,2021-09-14 17:26:24.71225+00,
667,Market Pears,,2021-09-14 17:28:39.871+00,2021-09-14 17:28:39.871647+00,
668,Brisket,,2021-09-14 17:34:11.79+00,2021-09-14 17:34:11.79241+00,
669,Red Wine,,2021-09-14 17:34:11.79+00,2021-09-14 17:34:11.79241+00,
670,Delicata Squash,,2021-09-14 17:40:54.608+00,2021-09-14 17:40:54.610689+00,
671,Fusilli Pasta,,2021-09-14 17:44:39.539+00,2021-09-14 17:44:39.543171+00,
672,Escarole,,2021-09-14 17:46:45.487+00,2021-09-14 17:46:45.488993+00,
673,Shaved Celery,,2021-09-14 17:46:45.487+00,2021-09-14 17:46:45.488993+00,
674,Lemon Vinaigrette,,2021-09-14 17:46:45.487+00,2021-09-14 17:46:45.488993+00,
675,Tender Herbs,,2021-09-14 18:18:33.644+00,2021-09-14 18:18:33.646154+00,
676,Tri Tip,,2021-09-14 18:19:17.938+00,2021-09-14 18:19:17.940672+00,
677,Garlic Salt,,2021-09-14 18:19:17.938+00,2021-09-14 18:19:17.940672+00,
678,Lemon Tahini Dressing,,2021-09-14 18:25:56.97+00,2021-09-14 18:25:56.972554+00,
679,Scottish Salmon,,2021-09-20 00:06:36.75+00,2021-09-20 00:06:36.752899+00,
